"conscientizacao_ID","Escolaridade(chefe_familia)","Recebe_Info_Energia","Interesse_Info_Energia","Compra_Produtos_Economicos","Evita_Banho_Demorado","Regula_Temp_Geladeira","Evita_Acender_Luz_Dia"
1175,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Raramente,"",Normalmente,Normalmente
1176,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Nunca,Normalmente
1177,Superior completo,Não,Sim,Raramente,Raramente,Normalmente,Raramente
1178,Médio completo/Superior incompleto,Não,Sim,Sempre,Raramente,Nunca,Sempre
1179,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Raramente,Nunca,Sempre
1180,Fundamental completo/Médio incompleto,Sim,"",Sempre,Normalmente,Raramente,Sempre
1181,Médio completo/Superior incompleto,Sim,"",Sempre,Raramente,Normalmente,Normalmente
1182,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Sempre,NÃO SE APLICA,Normalmente
1183,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Nunca,Sempre,Sempre
1184,Médio completo/Superior incompleto,Sim,"",Normalmente,Sempre,NÃO SE APLICA,Sempre
1185,Médio completo/Superior incompleto,Não,Sim,Normalmente,Sempre,Nunca,Sempre
1186,Médio completo/Superior incompleto,Não,Não,Normalmente,Raramente,Normalmente,Raramente
1187,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Normalmente,Raramente,Normalmente
1188,Médio completo/Superior incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Normalmente
1189,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Raramente,Normalmente,Sempre
1190,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Sempre,Raramente,Sempre
1191,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Normalmente,Raramente,Normalmente,Raramente
1192,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Raramente,Normalmente,Normalmente
1193,Médio completo/Superior incompleto,Sim,"",Normalmente,Normalmente,Nunca,Normalmente
1194,Médio completo/Superior incompleto,Não,Sim,Sempre,Normalmente,Raramente,Normalmente
1195,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,Sempre,Sempre,Sempre
1196,Superior completo,Sim,"",Sempre,Normalmente,Raramente,Sempre
1197,Médio completo/Superior incompleto,Não,Não,Raramente,Normalmente,Raramente,Normalmente
1198,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Normalmente,Normalmente,Normalmente
1199,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Normalmente,Raramente,Normalmente
1200,Médio completo/Superior incompleto,Não,Sim,Raramente,Normalmente,Normalmente,Normalmente
1201,Fundamental completo/Médio incompleto,Não,Sim,Nunca,Normalmente,Raramente,Normalmente
1202,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Sempre,Raramente
1203,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Normalmente,Normalmente,Sempre
1204,Médio completo/Superior incompleto,Não,Não,Sempre,"",Sempre,Nunca
1205,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,Normalmente,NÃO SE APLICA,Normalmente
1206,Superior completo,Não,Sim,Sempre,Raramente,NÃO SE APLICA,Sempre
1207,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,Normalmente,Normalmente,Sempre
1208,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Normalmente,Sempre,Normalmente
1209,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Normalmente,Sempre,Sempre
1210,Médio completo/Superior incompleto,Sim,"",Normalmente,Normalmente,Raramente,Sempre
1211,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,Raramente,Normalmente,Normalmente
1212,Fundamental completo/Médio incompleto,Não,Não,Sempre,Sempre,Sempre,Normalmente
1213,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Raramente,Normalmente,Normalmente
1214,Analfabeto / Fundamental I incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Sempre
1215,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Sempre,Normalmente,Normalmente
1216,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Normalmente,Normalmente,Sempre
1217,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Normalmente,Sempre,Normalmente
1218,Médio completo/Superior incompleto,Não,Sim,Sempre,Nunca,Nunca,Nunca
1219,Fundamental completo/Médio incompleto,Sim,"",Sempre,Raramente,Sempre,Normalmente
1220,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Normalmente,Raramente,Normalmente
1221,Fundamental completo/Médio incompleto,Não,Sim,Raramente,"",Normalmente,Raramente
1222,Fundamental completo/Médio incompleto,Não,Não,Sempre,Normalmente,Normalmente,Normalmente
1223,Fundamental completo/Médio incompleto,Sim,"",Raramente,Raramente,Sempre,Sempre
1224,Médio completo/Superior incompleto,Não,Não sabe/não responde,Normalmente,Sempre,Raramente,Raramente
1225,Médio completo/Superior incompleto,Sim,"",Raramente,Normalmente,Sempre,Raramente
1226,Superior completo,Não,Sim,Sempre,Normalmente,Raramente,Sempre
1227,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Normalmente,Normalmente,Normalmente
1228,Médio completo/Superior incompleto,Sim,"",Normalmente,Sempre,Normalmente,Sempre
1229,Médio completo/Superior incompleto,Não,Sim,Raramente,Sempre,Raramente,Sempre
1230,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Sempre,Raramente,Raramente
1231,Médio completo/Superior incompleto,Não sabe/não responde,Não,Sempre,Sempre,Sempre,Sempre
1232,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Sempre,Normalmente,Sempre,Sempre
1233,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Normalmente,Sempre,Sempre
1234,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,Normalmente,Sempre,Sempre
1235,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,NÃO SE APLICA,Sempre,NÃO SE APLICA,Sempre
1236,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Sempre,NÃO SE APLICA,Sempre
1237,Médio completo/Superior incompleto,Sim,"",Normalmente,Sempre,Raramente,Sempre
1238,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Normalmente,"",Nunca,Sempre
1239,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Sempre,Sempre,NÃO SE APLICA
1240,Médio completo/Superior incompleto,Sim,"",Normalmente,Nunca,Nunca,Nunca
1241,Médio completo/Superior incompleto,Não,Sim,Sempre,Nunca,Raramente,Normalmente
1242,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,NÃO SE APLICA,Sempre,Normalmente,NÃO SE APLICA
1243,Médio completo/Superior incompleto,Não,Sim,Normalmente,Sempre,Nunca,Normalmente
1244,Fundamental completo/Médio incompleto,Sim,"",Raramente,Normalmente,Nunca,Normalmente
1245,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Sempre,Normalmente,Sempre
1246,Médio completo/Superior incompleto,Não,Sim,Normalmente,NÃO SE APLICA,Sempre,Sempre
1247,Médio completo/Superior incompleto,Não,Sim,NÃO SE APLICA,Sempre,Sempre,Sempre
1248,Médio completo/Superior incompleto,Não,Sim,Nunca,Normalmente,Normalmente,Nunca
1249,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,Sempre,Normalmente,Sempre
1250,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Sempre,Sempre
1251,Médio completo/Superior incompleto,Não,Sim,Sempre,Normalmente,Sempre,Raramente
1252,Superior completo,Sim,"",Normalmente,Raramente,Sempre,Sempre
1253,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,Sempre,Sempre,Sempre
1254,Analfabeto / Fundamental I incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Normalmente
1255,Fundamental completo/Médio incompleto,Não,Sim,Raramente,"",Nunca,Normalmente
1256,Superior completo,Não,Sim,Sempre,Raramente,Raramente,Normalmente
1257,Superior completo,Não sabe/não responde,Não sabe/não responde,Sempre,Sempre,Sempre,Sempre
1258,Médio completo/Superior incompleto,Não,Sim,Sempre,Raramente,Raramente,Normalmente
1259,Superior completo,Não,Sim,Normalmente,Normalmente,Raramente,Normalmente
1260,Médio completo/Superior incompleto,Não,Sim,Sempre,Normalmente,Nunca,Normalmente
1261,Médio completo/Superior incompleto,Não,Sim,Normalmente,NÃO SE APLICA,Normalmente,Normalmente
1262,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Normalmente
1263,Superior completo,Sim,"",Nunca,Nunca,Nunca,Sempre
1264,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,Normalmente,Sempre,Sempre
1265,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Sempre,Normalmente,Sempre
1266,Médio completo/Superior incompleto,Não,Não sabe/não responde,Normalmente,Normalmente,Sempre,Sempre
1267,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,Sempre,Sempre,Sempre
1268,Médio completo/Superior incompleto,Não,Não sabe/não responde,Normalmente,NÃO SE APLICA,Sempre,Normalmente
1269,Fundamental completo/Médio incompleto,Sim,"",Sempre,Normalmente,Raramente,Normalmente
1270,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Raramente,Normalmente
1271,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,Sempre,Sempre,Normalmente
1272,Superior completo,Sim,"",Raramente,Normalmente,Raramente,Sempre
1273,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,Nunca,Sempre
1274,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Sempre,Normalmente,Sempre
1275,Médio completo/Superior incompleto,Sim,"",Sempre,Raramente,Sempre,Normalmente
1276,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Normalmente,Raramente,Normalmente
1277,Superior completo,Sim,"",Raramente,Raramente,Normalmente,Sempre
1278,Fundamental completo/Médio incompleto,Não,Não,Sempre,Sempre,Raramente,Normalmente
1279,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Sempre,Sempre,Normalmente
1280,Médio completo/Superior incompleto,Sim,"",Raramente,Sempre,Sempre,Raramente
1281,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Raramente,Normalmente,Normalmente
1282,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Normalmente,Raramente,Sempre
1283,Médio completo/Superior incompleto,Não,Não,Sempre,Sempre,Sempre,Normalmente
1284,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Sempre,Normalmente
1285,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,NÃO SE APLICA,Normalmente,Normalmente
1286,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Normalmente,Sempre,Normalmente
1287,Médio completo/Superior incompleto,Não,Sim,Nunca,Nunca,Raramente,Sempre
1288,Fundamental completo/Médio incompleto,Não,Não,Raramente,Nunca,Sempre,Normalmente
1289,Fundamental completo/Médio incompleto,Não,Não,Raramente,Raramente,Sempre,Normalmente
1290,Fundamental completo/Médio incompleto,Não,Não,Raramente,Raramente,Raramente,Raramente
1291,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,Normalmente,Raramente,Normalmente
1292,Superior completo,Sim,"",Sempre,Normalmente,Raramente,Normalmente
1293,Superior completo,Não,Não,Sempre,Sempre,Raramente,Sempre
1294,Superior completo,Não,Não,Sempre,Normalmente,Raramente,Normalmente
1295,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Sempre,Sempre,Sempre,Sempre
1296,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Raramente,Sempre,Normalmente
1297,Médio completo/Superior incompleto,Não,Não,Sempre,Normalmente,Sempre,Sempre
1298,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Raramente,NÃO SE APLICA,Sempre,Sempre
1299,Fundamental completo/Médio incompleto,Não,Não,Sempre,Normalmente,Sempre,Normalmente
1300,Médio completo/Superior incompleto,Sim,"",Sempre,Raramente,Raramente,Normalmente
1301,Fundamental completo/Médio incompleto,Sim,"",Sempre,Raramente,Raramente,Sempre
1302,Superior completo,Não,Sim,Sempre,Sempre,Normalmente,Normalmente
1303,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,Raramente,Sempre,Sempre
1304,Fundamental completo/Médio incompleto,Sim,"",Raramente,Sempre,Sempre,Sempre
1305,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Normalmente,Sempre,Sempre
1306,Analfabeto / Fundamental I incompleto,Não,Sim,Nunca,Sempre,Nunca,Sempre
1307,Superior completo,Sim,"",Normalmente,Raramente,Normalmente,Sempre
1308,Fundamental completo/Médio incompleto,Sim,"",Sempre,Normalmente,Normalmente,Normalmente
1309,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Normalmente,Nunca
1310,Superior completo,Não,Sim,Normalmente,NÃO SE APLICA,Normalmente,Normalmente
1311,Superior completo,Não,Sim,Normalmente,Normalmente,Nunca,Normalmente
1312,Médio completo/Superior incompleto,Sim,"",Normalmente,Raramente,Normalmente,Sempre
1313,Fundamental completo/Médio incompleto,Sim,"",Normalmente,NÃO SE APLICA,Sempre,Sempre
1314,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Raramente,Normalmente,Normalmente
1315,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,NÃO SE APLICA,Sempre,Normalmente
1316,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,NÃO SE APLICA,Normalmente
1317,Analfabeto / Fundamental I incompleto,Não,Sim,Nunca,Normalmente,Nunca,Normalmente
1318,Médio completo/Superior incompleto,Não,Sim,Normalmente,Raramente,Nunca,Normalmente
1319,Médio completo/Superior incompleto,Sim,"",Normalmente,Normalmente,Sempre,NÃO SE APLICA
1320,Médio completo/Superior incompleto,Não,Sim,Sempre,NÃO SE APLICA,Raramente,Normalmente
1321,Médio completo/Superior incompleto,Não,Sim,Normalmente,Sempre,Normalmente,Sempre
1322,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Normalmente,Sempre,Sempre,Sempre
1323,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Normalmente,Nunca,Sempre
1324,Médio completo/Superior incompleto,Não,Não,Nunca,"",Normalmente,Normalmente
1325,Fundamental completo/Médio incompleto,Não,Não,Sempre,Raramente,Sempre,Normalmente
1326,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,Raramente,Normalmente,Raramente
1327,Médio completo/Superior incompleto,Não,Não,Sempre,Normalmente,Raramente,Normalmente
1328,Médio completo/Superior incompleto,Não,Não,Sempre,Normalmente,Raramente,Nunca
1329,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,Raramente,Raramente,Nunca
1330,Fundamental completo/Médio incompleto,Não,Não,Sempre,Normalmente,Raramente,Sempre
1331,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,Normalmente,Raramente,Normalmente
1332,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não,Normalmente,Raramente,Raramente,Nunca
1333,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Sempre,NÃO SE APLICA,Normalmente,Sempre
1334,Médio completo/Superior incompleto,Não,Não,Raramente,Nunca,Raramente,Nunca
1335,Médio completo/Superior incompleto,Não,Sim,Normalmente,NÃO SE APLICA,Raramente,Raramente
1336,Médio completo/Superior incompleto,Não,Não,Sempre,Raramente,Normalmente,Normalmente
1337,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Raramente,Sempre,Sempre
1338,Fundamental completo/Médio incompleto,Sim,"",Raramente,Raramente,Normalmente,Nunca
1339,Médio completo/Superior incompleto,Não,Sim,Normalmente,Sempre,Sempre,Normalmente
1340,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Sempre,Nunca,Normalmente
1341,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Normalmente,Sempre,Sempre
1342,Médio completo/Superior incompleto,Não,Não,Normalmente,Sempre,Normalmente,Normalmente
1343,Superior completo,Não,Não,Normalmente,Normalmente,Normalmente,Normalmente
1344,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Normalmente,Sempre,Normalmente
1345,Superior completo,Não sabe/não responde,Sim,Normalmente,Raramente,Normalmente,Normalmente
1346,Médio completo/Superior incompleto,Não sabe/não responde,Não,Sempre,Sempre,Sempre,Nunca
1347,Médio completo/Superior incompleto,Sim,"",Raramente,Normalmente,Normalmente,Normalmente
1348,Superior completo,Não sabe/não responde,Sim,Sempre,"",Sempre,Normalmente
1349,Fundamental completo/Médio incompleto,Sim,"",Sempre,Sempre,Normalmente,Normalmente
1350,Fundamental completo/Médio incompleto,Não,Sim,Nunca,Sempre,Sempre,Normalmente
1351,Superior completo,Sim,"",Normalmente,Normalmente,Normalmente,Sempre
1352,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Sempre,Sempre,Normalmente
1353,Fundamental completo/Médio incompleto,Não,Sim,Nunca,Normalmente,Sempre,Sempre
1354,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Normalmente,Sempre,Sempre,Sempre
1355,Fundamental I completo / Fundamental II incompleto,Sim,"",Raramente,Normalmente,Nunca,Normalmente
1356,Médio completo/Superior incompleto,Sim,"",Raramente,Normalmente,Raramente,Sempre
1357,Superior completo,Não,Não,Sempre,Sempre,Nunca,Normalmente
1358,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Normalmente,Nunca,Normalmente
1359,Superior completo,Não,Não,Sempre,Raramente,Normalmente,Raramente
1360,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Raramente,Sempre,Normalmente
1361,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Normalmente,Sempre,Normalmente
1362,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Raramente,Sempre,Sempre,Sempre
1363,Superior completo,Sim,"",Sempre,Raramente,NÃO SE APLICA,Sempre
1364,Superior completo,Sim,"",Normalmente,Sempre,Sempre,Normalmente
1365,Médio completo/Superior incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Raramente
1366,Médio completo/Superior incompleto,Sim,"",Normalmente,Raramente,Raramente,Raramente
1367,Médio completo/Superior incompleto,Não sabe/não responde,Não,Sempre,Raramente,Raramente,Nunca
1368,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Raramente,Raramente,Nunca
1369,Médio completo/Superior incompleto,Não sabe/não responde,Não,Normalmente,Sempre,Raramente,Raramente
1370,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Raramente,NÃO SE APLICA,Nunca,Raramente
1371,Médio completo/Superior incompleto,Não,Sim,NÃO SE APLICA,Raramente,Normalmente,Raramente
1372,Médio completo/Superior incompleto,Não sabe/não responde,Não,Normalmente,Raramente,Nunca,NÃO SE APLICA
1373,Superior completo,Sim,"",Normalmente,Sempre,Nunca,Sempre
1374,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,Sempre,Sempre,Sempre
1375,Superior completo,Não,Não,Sempre,Raramente,Raramente,Normalmente
1376,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,Raramente,Raramente
1377,Analfabeto / Fundamental I incompleto,Sim,"",Nunca,Normalmente,Normalmente,Sempre
1378,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,Normalmente,Normalmente,Sempre
1379,Superior completo,Sim,"",Normalmente,Normalmente,Raramente,Normalmente
1380,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Raramente,Nunca,Sempre
1381,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Normalmente,Normalmente,Normalmente
1382,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Sempre,Sempre,Sempre
1383,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Sempre,Sempre,Sempre,Sempre
1384,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,Normalmente,Normalmente,Normalmente
1385,Superior completo,Sim,"",Sempre,Raramente,Sempre,Normalmente
1386,Analfabeto / Fundamental I incompleto,Não,Sim,Nunca,Raramente,Sempre,Normalmente
1387,Fundamental completo/Médio incompleto,Não,Não,Raramente,Sempre,Raramente,Raramente
1388,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Sempre,Raramente,NÃO SE APLICA,NÃO SE APLICA
1389,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Raramente,Raramente,Raramente,Raramente
1390,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,Nunca,NÃO SE APLICA,Nunca
1391,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Sempre,Raramente,Raramente
1392,Fundamental I completo / Fundamental II incompleto,Sim,"",NÃO SE APLICA,Sempre,Raramente,Sempre
1393,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não,Normalmente,"",NÃO SE APLICA,NÃO SE APLICA
1394,Médio completo/Superior incompleto,Não sabe/não responde,Não,NÃO SE APLICA,"",NÃO SE APLICA,NÃO SE APLICA
1395,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,"",NÃO SE APLICA,NÃO SE APLICA
1396,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,Raramente,Normalmente
1397,Médio completo/Superior incompleto,Não,Sim,Normalmente,Sempre,Raramente,Raramente
1398,Fundamental completo/Médio incompleto,Não,Não,Sempre,NÃO SE APLICA,Raramente,Raramente
1399,Superior completo,Sim,"",Sempre,Nunca,Sempre,Normalmente
1400,Médio completo/Superior incompleto,Sim,"",Raramente,NÃO SE APLICA,NÃO SE APLICA,Normalmente
1401,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Raramente,Raramente,Raramente
1402,Superior completo,Não,Sim,Sempre,Sempre,Normalmente,Nunca
1403,Superior completo,Não,Não,Sempre,Normalmente,Sempre,Normalmente
1404,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Normalmente,Raramente,Normalmente
1405,Superior completo,Não,Não,Normalmente,"",Nunca,Normalmente
1406,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Sempre,Nunca,Normalmente
1407,Médio completo/Superior incompleto,Não,Não sabe/não responde,Normalmente,Raramente,Normalmente,Normalmente
1408,Superior completo,Não,Não,Sempre,Normalmente,Sempre,Sempre
1409,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Raramente,Normalmente,Raramente
1410,Médio completo/Superior incompleto,Não,Sim,Sempre,Normalmente,Raramente,Raramente
1411,Superior completo,Sim,"",Normalmente,NÃO SE APLICA,Sempre,Normalmente
1412,Superior completo,Não,Não,Sempre,Sempre,Normalmente,Sempre
1413,Fundamental completo/Médio incompleto,Sim,"",Sempre,Sempre,NÃO SE APLICA,Sempre
1414,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Sempre,Normalmente,Normalmente,Sempre
1415,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Normalmente,Raramente,Normalmente
1416,Superior completo,Não,Sim,Sempre,Sempre,Nunca,Normalmente
1417,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,Nunca,Nunca,Sempre
1418,Médio completo/Superior incompleto,Não,Não,Normalmente,Sempre,Sempre,Sempre
1419,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Sempre
1420,Médio completo/Superior incompleto,Não,Não,Normalmente,Sempre,Sempre,Raramente
1421,Médio completo/Superior incompleto,Não,Sim,Sempre,Raramente,Normalmente,Raramente
1422,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Normalmente,Normalmente,Sempre,Normalmente
1423,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,Raramente,Normalmente,Raramente
1424,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Normalmente
1425,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Normalmente,Sempre,Normalmente
1426,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Normalmente,Normalmente,Normalmente
1427,Médio completo/Superior incompleto,Não,Sim,Raramente,Raramente,Normalmente,Sempre
1428,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,"",NÃO SE APLICA,NÃO SE APLICA
1429,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Normalmente,Nunca,Sempre
1430,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",Nunca,NÃO SE APLICA
1431,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Raramente,"",NÃO SE APLICA,NÃO SE APLICA
1432,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Normalmente,"",NÃO SE APLICA,NÃO SE APLICA
1433,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Sempre,NÃO SE APLICA,Normalmente,Raramente
1434,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA
1435,Fundamental completo/Médio incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,"",Nunca,NÃO SE APLICA
1436,Fundamental completo/Médio incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,Normalmente,NÃO SE APLICA,NÃO SE APLICA
1437,Fundamental completo/Médio incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,"",NÃO SE APLICA,Nunca
1438,Médio completo/Superior incompleto,Não,Não sabe/não responde,Nunca,"",Nunca,Nunca
1439,Médio completo/Superior incompleto,Não sabe/não responde,Não,Normalmente,"",NÃO SE APLICA,NÃO SE APLICA
1440,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,"",NÃO SE APLICA,NÃO SE APLICA
1441,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",NÃO SE APLICA,NÃO SE APLICA
1442,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",NÃO SE APLICA,NÃO SE APLICA
1443,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,"",NÃO SE APLICA,NÃO SE APLICA
1444,Médio completo/Superior incompleto,Não,Não,Sempre,Sempre,Raramente,Sempre
1445,Médio completo/Superior incompleto,Sim,"",Sempre,Raramente,Raramente,Raramente
1446,Superior completo,Sim,"",Sempre,Raramente,Raramente,Sempre
1447,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Sempre,Sempre,Sempre,Sempre
1448,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Raramente,Sempre,Normalmente
1449,Superior completo,Não sabe/não responde,Sim,Sempre,Normalmente,Raramente,Normalmente
1450,Médio completo/Superior incompleto,Não,Sim,Nunca,Normalmente,Nunca,Normalmente
1451,Fundamental I completo / Fundamental II incompleto,Sim,"",Nunca,Sempre,Normalmente,Normalmente
1452,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Normalmente,Normalmente,Sempre
1453,Fundamental I completo / Fundamental II incompleto,Sim,"",Raramente,Sempre,Sempre,Normalmente
1454,Fundamental I completo / Fundamental II incompleto,Não,Sim,Nunca,Sempre,Normalmente,Sempre
1455,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Sempre,Normalmente,Raramente,Sempre
1456,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Sempre,Normalmente,Normalmente
1457,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Raramente,Normalmente,Normalmente
1458,Fundamental completo/Médio incompleto,Sim,"",Raramente,Sempre,Normalmente,Sempre
