"residencia_ID","Tipo","Area","Quant_Pessoas","Tipo_Energia","Fonte_Energia","Material","Quant_Banheiros","Quant_Chuveiros","Atividade_comercial"
1430,Casa,"135.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1431,Casa,"120.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","2.0",Exclusivamente residencial
1432,Casa,"100.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1433,Casa,"150.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1434,Casa,"52.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","1.0",Exclusivamente residencial
1435,Casa,"145.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
1436,Casa,"23.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1437,Casa,"68.0","5.0",Rede geral de distribuicao,"",Madeira,"1,","1.0",Exclusivamente residencial
1438,Casa,"97.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1439,Casa,"120.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","4.0",Exclusivamente residencial
1440,Casa,"78.0","2.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Exclusivamente residencial
1441,Casa,"130.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1442,Casa,"230.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","2.0",Exclusivamente residencial
1443,Casa,"100.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1444,Casa,"75.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1445,Casa,"150.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1446,Casa,"120.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","1.0",Exclusivamente residencial
1447,Casa,"145.0","5.0",Rede geral de distribuicao,"",Madeira,"1,","2.0",Exclusivamente residencial
1448,Casa,"300.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","2.0",Exclusivamente residencial
1449,Casa,"75.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1450,Casa,"50.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1451,Casa,"124.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1452,Casa,"120.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1453,Casa,"98.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Tem outra(s) atividade(s)
1454,Casa,"82.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1455,Casa,"90.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
1456,Apartamento,"50.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1457,Apartamento,"60.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1458,Casa,"80.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","1.0",Exclusivamente residencial
1459,Casa,"98.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1460,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","3.0",Exclusivamente residencial
1461,Casa,"80.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1462,Casa,"180.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1463,Casa,"95.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1464,Apartamento,"70.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1465,Casa,"145.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1466,Casa,"","16.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
1467,Casa,"15.0","8.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Tem outra(s) atividade(s)
1468,Casa,"40.0","8.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
1469,Casa,"","3.0",Rede geral de distribuicao,"",Madeira,"3,","0.0",Exclusivamente residencial
1470,Casa,"40.0","1.0",Rede geral de distribuicao,"",Madeira,"3,","0.0",Exclusivamente residencial
1471,Casa,"60.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1472,Casa,"60.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1473,Casa,"157.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1474,Casa,"50.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1475,Casa,"114.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
1476,Casa,"32.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
1477,Casa,"100.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1478,Casa,"120.0","2.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
1479,Casa,"140.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","2.0",Exclusivamente residencial
1480,Casa,"98.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
1481,Casa,"80.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
1482,Casa,"80.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"2,","1.0",Exclusivamente residencial
1483,Casa,"","10.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
1484,Casa,"84.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1485,Casa,"62.0","3.0",Rede geral de distribuicao,"",Madeira,"1,","1.0",Exclusivamente residencial
1486,Casa,"60.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
1487,Casa,"90.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1488,Casa,"110.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1489,Casa,"95.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1490,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Tem outra(s) atividade(s)
1491,Casa,"14.0","7.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
1492,Casa,"50.0","8.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
1493,Casa,"12.0","8.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
1494,Casa,"40.0","4.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
1495,Casa,"300.0","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1496,Casa,"40.0","4.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
1497,Casa,"","5.0",Rede geral de distribuicao,"",Madeira,"3,","0.0",Exclusivamente residencial
1498,Casa,"","1.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
1499,Casa,"110.0","5.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Exclusivamente residencial
1500,Casa,"90.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","2.0",Exclusivamente residencial
1501,Casa,"48.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1502,Casa,"59.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1503,Casa,"102.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1504,Casa,"170.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1505,Casa,"133.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1506,Casa,"140.0","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1507,Casa,"49.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1508,Casa,"","4.0",Rede geral de distribuicao,"",Outro material,"2,","0.0",Exclusivamente residencial
1509,Casa,"180.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1510,Casa,"120.0","2.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
1511,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"3,","0.0",Exclusivamente residencial
1512,Casa,"60.0","4.0",Rede geral de distribuicao,"",Estrutural ou concreto macico,"0,","0.0",Exclusivamente residencial
1513,Casa,"60.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"2,","0.0",Exclusivamente residencial
1514,Casa,"40.0","1.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
1515,Casa,"60.0","8.0",Rede geral de distribuicao,"",Pau-a-pique,"0,","0.0",Exclusivamente residencial
1516,Casa,"130.0","6.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"3,","0.0",Exclusivamente residencial
1517,Casa,"180.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","0.0",Exclusivamente residencial
1518,Casa,"80.0","3.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Tem outra(s) atividade(s)
1519,Casa,"90.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"3,","0.0",Exclusivamente residencial
1520,Casa,"50.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"2,","0.0",Exclusivamente residencial
1521,Casa,"60.0","2.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
1522,Casa,"241.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1523,Casa,"92.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1524,Casa,"200.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1525,Casa,"","2.0",Rede geral de distribuicao,"",Nao sabe/nao responde,"0,","2.0",Exclusivamente residencial
1526,Apartamento,"90.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1527,Casa,"98.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1528,Casa,"140.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
1529,Casa,"50.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1530,Casa,"63.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1531,Casa,"100.0","6.0",Gerada no domicilio,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1532,Casa,"80.0","4.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
1533,Casa,"","2.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Tem outra(s) atividade(s)
1534,Casa,"110.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1535,Casa,"128.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1536,Casa,"88.0","5.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","0.0",Exclusivamente residencial
1537,Casa,"45.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1538,Casa,"103.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1539,Casa,"88.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1540,Casa,"180.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1541,Casa,"60.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","0.0",Exclusivamente residencial
1542,Casa,"","4.0",Rede geral de distribuicao,"",Madeira,"3,","0.0",Exclusivamente residencial
1543,Casa,"200.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1544,Casa,"37.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1545,Casa,"42.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1546,Casa,"42.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1547,Casa,"37.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1548,Casa,"37.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1549,Casa,"37.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1550,Casa,"120.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1551,Casa,"42.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
1552,Casa,"60.0","8.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
1553,Casa,"60.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","0.0",Exclusivamente residencial
1554,Casa,"42.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1555,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Tem outra(s) atividade(s)
1556,Casa,"40.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1557,Casa,"40.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1558,Casa,"48.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1559,Casa,"49.0","5.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
1560,Casa,"80.0","2.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Exclusivamente residencial
1561,Casa,"80.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Exclusivamente residencial
1562,Casa,"92.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","3.0",Exclusivamente residencial
1563,Casa,"100.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","1.0",Exclusivamente residencial
1564,Casa,"72.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1565,Casa,"72.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","2.0",Exclusivamente residencial
1566,Casa,"66.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1567,Casa,"60.0","5.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"3,","0.0",Exclusivamente residencial
1568,Casa,"60.0","8.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"3,","0.0",Exclusivamente residencial
1569,Casa,"40.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"3,","0.0",Exclusivamente residencial
1570,Casa,"40.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"2,","0.0",Exclusivamente residencial
1571,Casa,"60.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"3,","0.0",Exclusivamente residencial
1572,Apartamento,"200.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"4,","0.0",Exclusivamente residencial
1573,Casa,"70.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1574,Casa,"40.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1575,Casa,"70.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1576,Casa,"94.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1577,Casa,"60.0","5.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"2,","0.0",Exclusivamente residencial
1578,Casa,"","9.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1579,Casa,"99.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1580,Apartamento,"58.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1581,Casa,"84.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1582,Apartamento,"","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1583,Apartamento,"","5.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
1584,Casa,"40.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"3,","0.0",Exclusivamente residencial
1585,Casa,"91.0","5.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","2.0",Exclusivamente residencial
1586,Apartamento,"","1.0","","",Madeira,"0,","0.0",Exclusivamente residencial
1587,Casa,"130.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1588,Casa,"168.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1589,Casa,"78.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1590,Casa,"88.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","1.0",Exclusivamente residencial
1591,Casa,"","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Tem outra(s) atividade(s)
1592,Casa,"","2.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","1.0",Exclusivamente residencial
1593,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"4,","1.0",Tem outra(s) atividade(s)
1594,Casa,"","3.0",Rede geral de distribuicao,"",Madeira,"1,","1.0",Exclusivamente residencial
1595,Casa,"192.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"4,","2.0",Exclusivamente residencial
1596,Casa,"126.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1597,Casa,"","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","2.0",Exclusivamente residencial
1598,Casa,"94.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Exclusivamente residencial
1599,Casa,"180.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
1600,Casa,"74.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1601,Casa,"300.0","8.0",Rede geral de distribuicao,"",Chapa metalica,"3,","3.0",Exclusivamente residencial
1602,Casa,"","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","1.0",Exclusivamente residencial
1603,Casa,"","5.0",Rede geral de distribuicao,"",Madeira,"0,","2.0",Exclusivamente residencial
1604,Casa,"92.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1605,Casa,"","1.0",Rede geral de distribuicao,"",Madeira,"3,","1.0",Exclusivamente residencial
1606,Casa,"112.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
1607,Casa,"144.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"4,","1.0",Exclusivamente residencial
1608,Casa,"","7.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Exclusivamente residencial
1609,Casa,"120.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1610,Casa,"100.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1611,Casa,"","7.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","1.0",Exclusivamente residencial
1612,Casa,"62.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1613,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Tem outra(s) atividade(s)
1614,Casa,"","4.0",Rede geral de distribuicao,"",Outro material,"1,","1.0",Tem outra(s) atividade(s)
1615,Casa,"92.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1616,Casa,"72.0","1.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
1617,Casa,"65.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
1618,Apartamento,"","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1619,Apartamento,"","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
1620,Casa,"","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1621,Casa,"","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Tem outra(s) atividade(s)
1622,Casa,"180.0","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","2.0",Exclusivamente residencial
1623,Casa,"","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Tem outra(s) atividade(s)
1624,Casa,"","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1625,Casa,"85.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1626,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Tem outra(s) atividade(s)
1627,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","2.0",Exclusivamente residencial
1628,Casa,"","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","2.0",Exclusivamente residencial
1629,Casa,"","5.0",Gerada no domicilio,Eolica,Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
1630,Casa,"","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","3.0",Exclusivamente residencial
1631,Casa,"","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1632,Casa,"","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","2.0",Exclusivamente residencial
1633,Casa,"30.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1634,Casa,"65.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1635,Casa,"150.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
1636,Casa,"70.0","2.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
1637,Casa,"","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","2.0",Exclusivamente residencial
1638,Casa,"56.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1639,Casa,"","10.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","2.0",Exclusivamente residencial
1640,Casa,"140.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1641,Casa,"50.0","4.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
1642,Casa,"","3.0","","",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1643,Casa,"50.0","2.0",Gerada no domicilio,Solar,Madeira,"0,","0.0",Exclusivamente residencial
1644,Casa,"","1.0",Mista,Sistema misto,Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
1645,Casa,"","2.0",Mista,Diesel / gasolina / gas,Madeira,"0,","0.0",Exclusivamente residencial
1646,Casa,"50.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
1647,Casa,"30.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
1648,Casa,"150.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","3.0",Exclusivamente residencial
1649,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","2.0",Exclusivamente residencial
1650,Casa,"200.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
1651,Casa,"85.0","2.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
1652,Casa,"100.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
1653,Casa,"78.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
1654,Casa,"84.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
1655,Casa,"120.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","2.0",Exclusivamente residencial
